customer_zip_code_prefix,item_count,unique_products,unique_sellers,total_price,total_freight,payment_count,total_payment,product_count,missing_product_category,seller_count,seller_states,category_count,geo_lat,geo_lng,geo_city_count,geo_state_count,purchase_year,purchase_month,purchase_dayofweek,purchase_hour,approval_delay_hours,estimated_delivery_month,customer_city_frequency,customer_state_AC,customer_state_AL,customer_state_AM,customer_state_AP,customer_state_BA,customer_state_CE,customer_state_DF,customer_state_ES,customer_state_GO,customer_state_MA,customer_state_MG,customer_state_MS,customer_state_MT,customer_state_PA,customer_state_PB,customer_state_PE,customer_state_PI,customer_state_PR,customer_state_RJ,customer_state_RN,customer_state_RO,customer_state_RR,customer_state_RS,customer_state_SC,customer_state_SE,customer_state_SP,customer_state_TO,payment_types_boleto,payment_types_credit_card,"payment_types_credit_card, debit_card","payment_types_credit_card, voucher",payment_types_debit_card,payment_types_voucher,"payment_types_voucher, credit_card"
84070,1.0,1.0,1.0,45.9,16.11,1.0,62.01,1.0,0.0,1.0,1.0,1.0,-25.07899379426756,-50.177260032134456,1.0,1.0,2017,11,0,8,22.856666666666666,11,0.0014659716874962981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1210,1.0,1.0,1.0,510.0,70.44,1.0,580.44,1.0,0.0,1.0,1.0,1.0,-23.54003934055892,-46.64209131081347,2.0,1.0,2018,2,2,22,0.1411111111111111,3,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4103,1.0,1.0,1.0,124.9,13.45,1.0,138.35,1.0,0.0,1.0,1.0,1.0,-23.574749954919376,-46.636914266814095,2.0,1.0,2017,1,4,11,0.18916666666666668,3,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
72546,1.0,1.0,1.0,99.9,18.28,1.0,118.18,1.0,0.0,1.0,1.0,1.0,-16.008991718235958,-47.99430656980952,3.0,1.0,2018,5,3,11,0.355,5,0.021856305159035718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96085,2.0,2.0,1.0,75.8,30.19,1.0,105.99,2.0,0.0,1.0,1.0,1.0,-31.7505954230308,-52.30625558113885,1.0,1.0,2018,1,2,21,0.13472222222222222,1,0.001925013327015341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
45807,1.0,1.0,1.0,59.9,16.86,1.0,76.76,1.0,0.0,1.0,1.0,1.0,-16.250370224211835,-39.04155025154749,2.0,1.0,2017,11,0,19,0.26166666666666666,12,5.923117929277972e-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13064,1.0,1.0,1.0,569.0,92.43,1.0,661.43,1.0,0.0,1.0,1.0,1.0,-22.900296724955908,-47.000376207127,1.0,1.0,2018,5,2,11,0.25194444444444447,6,0.014896641592134099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
89874,1.0,1.0,1.0,28.99,15.1,1.0,44.09,1.0,0.0,1.0,1.0,1.0,-26.76740365829759,-53.18449911898906,1.0,1.0,2017,11,6,16,39.01305555555555,12,7.403897411597465e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24210,1.0,1.0,1.0,28.99,15.3,1.0,44.29,1.0,0.0,1.0,1.0,1.0,-22.9006237676799,-43.127072924198885,2.0,1.0,2018,7,0,11,8.232777777777779,8,0.008484866433690695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90610,1.0,1.0,1.0,289.0,46.48,1.0,335.48,1.0,0.0,1.0,1.0,1.0,-30.05078486218873,-51.195061225987146,1.0,1.0,2018,1,3,19,0.10972222222222222,2,0.013993366107919208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2245,1.0,1.0,1.0,32.0,14.11,1.0,46.11,1.0,0.0,1.0,1.0,1.0,-23.48477659087994,-46.60659423636554,2.0,1.0,2017,3,2,11,0.18416666666666667,3,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
39750,1.0,1.0,1.0,45.8,17.92,1.0,63.72,1.0,0.0,1.0,1.0,1.0,-18.667247149650564,-43.08180257232812,2.0,1.0,2017,12,0,20,0.3497222222222222,1,4.442338446958479e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68503,1.0,1.0,1.0,126.99,37.85,1.0,164.84,1.0,0.0,1.0,1.0,1.0,-5.369681393207208,-49.117481015561495,2.0,1.0,2017,3,3,22,0.0,4,0.00026654030681750874,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13231,1.0,1.0,1.0,99.99,15.01,1.0,115.0,1.0,0.0,1.0,1.0,1.0,-23.20128136696906,-46.781863782593305,1.0,1.0,2018,7,4,15,24.049722222222222,7,0.0005182728188118226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6730,1.0,1.0,1.0,359.99,11.33,1.0,371.32,1.0,0.0,1.0,1.0,1.0,-23.62257884365773,-47.01272716168211,1.0,1.0,2017,7,2,18,23.953333333333333,8,0.0004886572291654327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
95780,1.0,1.0,1.0,629.9,29.25,1.0,659.15,1.0,0.0,1.0,1.0,1.0,-29.68780422662315,-51.46796398824512,1.0,1.0,2017,5,6,22,0.6980555555555555,6,0.00028134810164070367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
31812,1.0,1.0,1.0,59.99,19.61,1.0,79.6,1.0,0.0,1.0,1.0,1.0,-19.853541240951422,-43.93185108559579,1.0,1.0,2018,6,3,23,0.1802777777777778,7,0.028075578984777586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3334,1.0,1.0,1.0,127.27,9.19,1.0,136.46,1.0,0.0,1.0,1.0,1.0,-23.55365998588404,-46.572282911105056,2.0,1.0,2018,5,5,17,22.83277777777778,5,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35044,2.0,1.0,1.0,101.4,35.2,2.0,136.6,1.0,0.0,1.0,1.0,1.0,-18.88547551320914,-41.94732216443707,1.0,1.0,2017,11,4,22,2.406388888888889,12,0.0013327015340875437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3908,1.0,1.0,1.0,49.0,14.1,1.0,63.1,1.0,0.0,1.0,1.0,1.0,-23.58251935861188,-46.50719416982447,2.0,1.0,2018,1,5,22,0.12333333333333334,2,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7244,1.0,1.0,1.0,35.0,8.88,1.0,43.88,1.0,0.0,1.0,1.0,1.0,-23.44689834148904,-46.41352622713192,1.0,1.0,2018,5,1,18,0.45305555555555554,6,0.011298347450097732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20730,1.0,1.0,1.0,24.9,14.52,1.0,39.42,1.0,1.0,1.0,1.0,0.0,-22.902290913852568,-43.29839517326879,1.0,1.0,2017,4,3,2,26.530277777777776,5,0.06870816797962448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17890,1.0,1.0,1.0,34.9,15.1,1.0,50.0,1.0,0.0,1.0,1.0,1.0,-21.51144690418084,-51.4357748889293,2.0,1.0,2017,10,1,19,0.2775,11,0.00017769353787833915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45820,1.0,1.0,1.0,158.0,20.35,1.0,178.35,1.0,0.0,1.0,1.0,1.0,-16.37521603869197,-39.58755141159429,2.0,1.0,2017,8,4,21,0.6483333333333333,9,0.0003998104602262631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73150,1.0,1.0,1.0,209.99,24.01,1.0,234.0,1.0,0.0,1.0,1.0,1.0,-15.791400649460424,-47.84936509587982,1.0,1.0,2018,6,4,22,0.36027777777777775,6,0.021856305159035718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3725,1.0,1.0,1.0,78.0,15.85,1.0,93.85,1.0,0.0,1.0,1.0,1.0,-23.49993790539782,-46.51858686166484,2.0,1.0,2018,8,4,0,0.21888888888888888,8,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3077,1.0,1.0,1.0,110.32,8.03,1.0,118.35,1.0,0.0,1.0,1.0,1.0,-23.531680926472,-46.580702146286285,2.0,1.0,2018,8,2,9,0.2713888888888889,8,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21725,1.0,1.0,1.0,158.2,18.36,1.0,176.56,1.0,0.0,1.0,1.0,1.0,-22.85918299393417,-43.456665616338015,1.0,1.0,2017,5,6,14,0.12694444444444444,6,0.06870816797962448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95084,1.0,1.0,1.0,13.77,18.23,1.0,32.0,1.0,0.0,1.0,1.0,1.0,-29.17207781470884,-51.17274551601364,1.0,1.0,2018,5,1,12,0.42083333333333334,6,0.0023396315820647987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4842,1.0,1.0,1.0,49.9,12.69,1.0,62.59,1.0,0.0,1.0,1.0,1.0,-23.744969996022924,-46.68528685646399,2.0,1.0,2017,11,2,6,25.238888888888887,11,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
15090,1.0,1.0,1.0,422.0,31.74,2.0,453.74,1.0,0.0,1.0,1.0,1.0,-20.835495182619816,-49.3946921589828,2.0,1.0,2018,2,6,15,18.918333333333333,3,0.0034650239886276136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
65715,1.0,1.0,1.0,116.91,34.62,1.0,151.53,1.0,0.0,1.0,1.0,1.0,-4.565356629061708,-45.12939734093834,1.0,1.0,2018,2,4,13,13.011111111111111,3,7.403897411597465e-05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9400,1.0,1.0,1.0,105.0,18.31,1.0,123.31,1.0,0.0,1.0,1.0,1.0,-23.711851451612144,-46.41244149883675,2.0,1.0,2018,4,3,23,27.0925,5,0.0011994313806787892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7170,1.0,1.0,1.0,79.99,23.14,1.0,103.13,1.0,0.0,1.0,1.0,1.0,-23.43186747405496,-46.43492308830103,1.0,1.0,2017,9,4,16,1.1630555555555555,10,0.011298347450097732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
88301,1.0,1.0,1.0,165.0,19.03,1.0,184.03,1.0,0.0,1.0,1.0,1.0,-26.91187688025883,-48.65639411001171,2.0,1.0,2018,3,4,13,0.18638888888888888,4,0.001243854765148374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
6473,1.0,1.0,1.0,125.0,17.44,1.0,142.44,1.0,0.0,1.0,1.0,1.0,-23.483674050261392,-46.86347700284117,1.0,1.0,2018,1,3,13,0.205,1,0.004160990345317775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13026,1.0,1.0,1.0,179.49,9.02,1.0,188.51,1.0,0.0,1.0,1.0,1.0,-22.91245167423653,-47.04911549910744,1.0,1.0,2018,3,4,11,15.460833333333333,3,0.014896641592134099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
29216,1.0,1.0,1.0,669.0,19.44,1.0,688.44,1.0,0.0,1.0,1.0,1.0,-20.65299858613494,-40.48707808325542,1.0,1.0,2017,5,5,13,0.19666666666666666,6,0.0008144287152757211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4777,1.0,1.0,1.0,27.55,8.27,1.0,35.82,1.0,0.0,1.0,1.0,1.0,-23.69549146375929,-46.69822956602337,2.0,1.0,2017,6,1,22,0.185,6,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
20550,1.0,1.0,1.0,79.9,15.44,1.0,95.34,1.0,0.0,1.0,1.0,1.0,-22.91679214318689,-43.2315503991291,1.0,1.0,2018,5,6,22,0.4386111111111111,6,0.06870816797962448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11065,1.0,1.0,1.0,96.0,7.93,1.0,103.93,1.0,0.0,1.0,1.0,1.0,-23.96522724354383,-46.34358134349832,1.0,1.0,2017,11,0,20,0.3080555555555556,12,0.007403897411597465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
75115,1.0,1.0,1.0,74.9,19.49,1.0,94.39,1.0,0.0,1.0,1.0,1.0,-16.343894962262315,-48.94562619577132,2.0,1.0,2018,3,3,20,0.1852777777777778,4,0.0011550079962092045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84635,1.0,1.0,1.0,120.0,49.37,2.0,169.37,1.0,0.0,1.0,1.0,1.0,-26.047812754242287,-50.81148910425042,1.0,1.0,2018,1,2,10,0.23333333333333334,2,5.923117929277972e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23904,1.0,1.0,1.0,118.58,16.59,1.0,135.17,1.0,0.0,1.0,1.0,1.0,-23.003258607853137,-44.31169863683368,1.0,1.0,2017,9,4,18,81.93305555555555,10,0.000829236510098916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84600,1.0,1.0,1.0,54.9,17.95,1.0,72.85,1.0,0.0,1.0,1.0,1.0,-26.23055032653292,-51.08592558853442,2.0,1.0,2017,5,1,12,24.352222222222224,5,0.00026654030681750874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
68380,1.0,1.0,1.0,619.0,39.65,1.0,658.65,1.0,0.0,1.0,1.0,1.0,-6.693010896081553,-51.98099745058944,2.0,1.0,2018,1,2,23,3.964166666666667,3,0.00011846235858555944,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72220,1.0,1.0,1.0,92.99,18.75,1.0,111.74,1.0,0.0,1.0,1.0,1.0,-15.831954352347962,-48.10778386686136,4.0,1.0,2018,8,1,9,0.2877777777777778,9,0.021856305159035718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80250,1.0,1.0,1.0,149.9,18.3,1.0,168.2,1.0,0.0,1.0,1.0,1.0,-25.44361910981016,-49.27685485993967,1.0,1.0,2018,1,3,13,1.2075,2,0.016022033998696915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12212,1.0,1.0,1.0,22.2,10.96,1.0,33.16,1.0,0.0,1.0,1.0,1.0,-23.155406439486104,-45.89963152591728,2.0,1.0,2017,4,5,17,0.17916666666666667,5,0.006915240182432033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
29200,1.0,1.0,1.0,21.73,16.05,1.0,37.78,1.0,0.0,1.0,1.0,1.0,-20.67223332343453,-40.50002482393178,1.0,1.0,2017,4,0,13,0.20777777777777778,5,0.0008144287152757211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81490,1.0,1.0,1.0,119.6,15.01,2.0,134.61,1.0,0.0,1.0,1.0,1.0,-25.587572235495845,-49.33053548025755,1.0,1.0,2017,3,4,21,0.0,4,0.016022033998696915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13870,1.0,1.0,1.0,149.0,12.27,1.0,161.27,1.0,0.0,1.0,1.0,1.0,-21.973167687922786,-46.79459474749641,2.0,1.0,2018,5,3,15,34.868611111111115,6,0.0007403897411597465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
14800,1.0,1.0,1.0,19.9,12.48,1.0,32.38,1.0,0.0,1.0,1.0,1.0,-21.805778579166542,-48.18222241540426,1.0,1.0,2018,1,0,15,0.2513888888888889,2,0.0014215483030267132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
38755,1.0,1.0,1.0,589.99,28.97,1.0,618.96,1.0,0.0,1.0,1.0,1.0,-17.83903600481589,-46.51824250769678,1.0,1.0,2017,12,2,10,0.38972222222222225,1,7.403897411597465e-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11025,1.0,1.0,1.0,179.9,18.55,1.0,198.45,1.0,0.0,1.0,1.0,1.0,-23.970493176810965,-46.3081952911414,1.0,1.0,2017,3,4,20,0.29444444444444445,3,0.007403897411597465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22050,1.0,1.0,1.0,78.0,14.3,1.0,92.3,1.0,0.0,1.0,1.0,1.0,-22.972595655601555,-43.18771945633724,1.0,1.0,2017,8,1,15,0.6044444444444445,8,0.06870816797962448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35931,1.0,1.0,1.0,79.9,12.69,1.0,92.59,1.0,0.0,1.0,1.0,1.0,-19.83653864893233,-43.17906543890219,2.0,1.0,2017,9,6,0,0.6072222222222222,10,0.0004886572291654327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36660,1.0,1.0,1.0,59.9,17.67,1.0,77.57,1.0,0.0,1.0,1.0,1.0,-21.872728278244768,-42.69379519539967,2.0,1.0,2017,11,6,17,57.54638888888889,12,0.0003109636912870935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39800,4.0,3.0,2.0,201.6,56.81,1.0,258.41,3.0,0.0,2.0,2.0,2.0,-17.85441483001937,-41.50866977456021,2.0,1.0,2018,5,5,14,66.655,6,0.0007551975359829414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96845,1.0,1.0,1.0,21.99,18.25,1.0,40.24,1.0,0.0,1.0,1.0,1.0,-29.7248304193688,-52.4428465078882,1.0,1.0,2018,7,1,12,0.19833333333333333,8,0.0007107741515133566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
83320,1.0,1.0,1.0,38.9,15.79,1.0,54.69,1.0,0.0,1.0,1.0,1.0,-25.43244434474803,-49.17709778395994,1.0,1.0,2017,6,0,11,0.225,7,0.0006811585618669668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5050,4.0,4.0,1.0,156.25,36.12,1.0,192.37,4.0,0.0,1.0,1.0,1.0,-23.52349457584701,-46.70141213658109,2.0,1.0,2017,11,3,19,31.62472222222222,11,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6268,1.0,1.0,1.0,248.0,16.84,1.0,264.84,1.0,0.0,1.0,1.0,1.0,-23.50004966943102,-46.77822733184515,1.0,1.0,2018,6,2,13,1.0075,7,0.007344666232304686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
21235,1.0,1.0,1.0,34.99,15.23,1.0,50.22,1.0,0.0,1.0,1.0,1.0,-22.83791177652518,-43.322271046058205,1.0,1.0,2018,5,4,15,0.16027777777777777,6,0.06870816797962448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28950,2.0,1.0,1.0,233.98,114.16,1.0,348.14,1.0,0.0,1.0,1.0,1.0,-22.76657248480372,-41.908675205986285,5.0,1.0,2018,3,3,10,0.28944444444444445,4,0.00028134810164070367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12332,1.0,1.0,1.0,71.25,13.08,1.0,84.33,1.0,0.0,1.0,1.0,1.0,-22.92625659532195,-46.631370260204655,1.0,1.0,2018,2,6,8,0.21944444444444444,2,0.001880589942545756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
26535,1.0,1.0,1.0,89.9,17.88,1.0,107.78,1.0,0.0,1.0,1.0,1.0,-22.799760130437143,-43.41047447797409,2.0,1.0,2017,11,5,20,0.14888888888888888,12,0.0009773144583308654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13212,1.0,1.0,1.0,59.99,9.34,1.0,69.33,1.0,0.0,1.0,1.0,1.0,-23.17639710613476,-46.97415662176983,2.0,1.0,2017,10,1,15,0.5669444444444445,10,0.005701001006930048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37110,1.0,1.0,1.0,49.9,15.1,1.0,65.0,1.0,0.0,1.0,1.0,1.0,-21.608502670027345,-45.56646669347023,2.0,1.0,2017,10,0,10,0.25194444444444447,11,0.00013327015340875437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4635,1.0,1.0,1.0,85.51,22.91,1.0,108.42,1.0,0.0,1.0,1.0,1.0,-23.64101529423475,-46.67052669980034,2.0,1.0,2018,3,4,19,0.19805555555555557,4,0.15580761712965704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
41310,1.0,1.0,1.0,61.8,18.67,1.0,80.47,1.0,0.0,1.0,1.0,1.0,-12.893548358972946,-38.43229019904727,1.0,1.0,2017,8,0,13,0.20972222222222223,9,0.012246046318782207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11050,1.0,1.0,1.0,78.0,7.8,1.0,85.8,1.0,0.0,1.0,1.0,1.0,-23.957512627903707,-46.32679999074164,1.0,1.0,2018,1,4,15,84.05333333333333,2,0.007403897411597465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9635,1.0,1.0,1.0,24.9,8.27,2.0,33.17,1.0,0.0,1.0,1.0,1.0,-23.661686973091967,-46.56555990420883,2.0,1.0,2017,6,0,14,0.20222222222222222,6,0.00952141207131434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41290,1.0,1.0,1.0,28.49,16.79,1.0,45.28,1.0,0.0,1.0,1.0,1.0,-12.906931089139349,-38.45853554855183,1.0,1.0,2018,2,6,19,0.23333333333333334,3,0.012246046318782207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35170,1.0,1.0,1.0,146.65,18.91,1.0,165.56,1.0,0.0,1.0,1.0,1.0,-19.506713154390685,-42.628614039650095,1.0,1.0,2018,5,0,12,0.18861111111111112,7,0.00037019487057987323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88010,1.0,1.0,1.0,19.99,17.93,2.0,37.92,1.0,0.0,1.0,1.0,1.0,-27.59288344150437,-48.55247105419271,2.0,1.0,2018,3,6,0,33.82333333333333,4,0.005508499674228514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
71691,1.0,1.0,1.0,19.9,15.24,1.0,35.14,1.0,0.0,1.0,1.0,1.0,-15.8801623273159,-47.81695942803695,2.0,1.0,2018,8,2,10,0.155,8,0.021856305159035718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51020,1.0,1.0,1.0,119.0,97.72,1.0,216.72,1.0,0.0,1.0,1.0,1.0,-8.11529960929068,-34.896685076121976,1.0,1.0,2018,4,0,10,18.84611111111111,5,0.005967541313747556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
